1024
3.178327,64
3.194003,85
3.209679,60
3.225355,69
3.241031,72
3.256707,70
3.272383,82
3.288059,81
3.303735,94
3.319411,101
3.335087,126
3.350763,138
3.366439,133
3.382115,142
3.397791,154
3.413467,161
3.429143,176
3.444819,173
3.460495,164
3.476171,178
3.491847,170
3.507523,202
3.523199,313
3.538875,486
3.554551,780
3.570227,1239
3.585903,1826
3.601579,2942
3.617255,4039
3.632931,5401
3.648607,6805
3.664283,8149
3.679959,8735
3.695635,9219
3.711311,8833
3.726987,7776
3.742663,6816
3.758339,5211
3.774015,3939
3.789691,2791
3.805367,1814
3.821043,1058
3.836719,610
3.852395,337
3.868071,232
3.883747,146
3.899423,118
3.915099,145
3.930775,208
3.946451,296
3.962127,387
3.977803,522
3.993479,754
4.009155,940
4.024831,1069
4.040507,1274
4.056183,1360
4.071859,1408
4.087535,1301
4.103211,1176
4.118887,932
4.134563,781
4.150239,572
4.165915,385
4.181591,239
4.197267,160
4.212943,104
4.228619,77
4.244295,49
4.259971,50
4.275647,39
4.291323,45
4.306999,34
4.322675,52
4.338351,32
4.354027,33
4.369703,32
4.385379,24
4.401055,24
4.416731,14
4.432407,12
4.448083,8
4.463759,13
4.479435,16
4.495111,10
4.510787,7
4.526463,22
4.542139,21
4.557815,21
4.573491,27
4.589167,28
4.604843,17
4.620519,23
4.636195,26
4.651871,37
4.667547,27
4.683223,32
4.698899,18
4.714575,26
4.730251,19
4.745927,10
4.761603,22
4.777279,13
4.792955,21
4.808631,12
4.824307,22
4.839983,11
4.855659,18
4.871335,22
4.887011,24
4.902687,26
4.918363,30
4.934039,49
4.949715,47
4.965391,39
4.981067,43
4.996743,37
5.012419,35
5.028095,25
5.043771,34
5.059447,17
5.075123,9
5.090799,14
5.106475,10
5.122151,17
5.137827,9
5.153503,11
5.169179,10
5.184855,16
5.200531,13
5.216207,13
5.231883,13
5.247559,15
5.263235,16
5.278911,11
5.294587,11
5.310263,14
5.325939,9
5.341615,15
5.357291,6
5.372967,16
5.388643,15
5.404319,7
5.419995,14
5.435671,19
5.451347,11
5.467023,15
5.482699,15
5.498375,13
5.514051,14
5.529727,19
5.545403,8
5.561079,17
5.576755,15
5.592431,13
5.608107,12
5.623783,10
5.639459,9
5.655135,8
5.670811,9
5.686487,5
5.702163,6
5.717839,10
5.733515,7
5.749191,5
5.764867,13
5.780543,7
5.796219,8
5.811895,9
5.827571,13
5.843247,19
5.858923,12
5.874599,10
5.890275,11
5.905951,14
5.921627,17
5.937303,19
5.952979,12
5.968655,20
5.984331,21
6.000007,25
6.015683,24
6.031359,27
6.047035,36
6.062711,33
6.078387,27
6.094063,25
6.109739,40
6.125415,26
6.141091,23
6.156767,22
6.172443,12
6.188119,12
6.203795,16
6.219471,18
6.235147,11
6.250823,14
6.266499,11
6.282175,8
6.297851,8
6.313527,11
6.329203,7
6.344879,10
6.360555,13
6.376231,2
6.391907,12
6.407583,7
6.423259,12
6.438935,13
6.454611,13
6.470287,11
6.485963,11
6.501639,6
6.517315,6
6.532991,19
6.548667,6
6.564343,10
6.580019,13
6.595695,11
6.611371,8
6.627047,11
6.642723,7
6.658399,12
6.674075,11
6.689751,9
6.705427,15
6.721103,5
6.736779,5
6.752455,16
6.768131,15
6.783807,7
6.799483,10
6.815159,11
6.830835,7
6.846511,14
6.862187,12
6.877863,8
6.893539,16
6.909215,13
6.924891,6
6.940567,13
6.956243,15
6.971919,6
6.987595,9
7.003271,6
7.018947,13
7.034623,5
7.050299,12
7.065975,7
7.081651,10
7.097327,11
7.113003,16
7.128679,16
7.144355,16
7.160031,15
7.175707,19
7.191383,17
7.207059,22
7.222735,18
7.238411,20
7.254087,28
7.269763,20
7.285439,19
7.301115,17
7.316791,19
7.332467,13
7.348143,15
7.363819,8
7.379495,17
7.395171,17
7.410847,8
7.426523,9
7.442199,11
7.457875,14
7.473551,9
7.489227,10
7.504903,16
7.520579,15
7.536255,13
7.551931,12
7.567607,14
7.583283,9
7.598959,19
7.614635,11
7.630311,19
7.645987,24
7.661663,19
7.677339,19
7.693015,23
7.708691,23
7.724367,23
7.740043,17
7.755719,14
7.771395,19
7.787071,14
7.802747,14
7.818423,21
7.834099,17
7.849775,21
7.865451,20
7.881127,18
7.896803,19
7.912479,25
7.928155,26
7.943831,34
7.959507,46
7.975183,57
7.990859,60
8.006535,94
8.022211,131
8.037887,123
8.053563,192
8.069239,189
8.084915,223
8.100591,209
8.116267,260
8.131943,202
8.147619,162
8.163295,154
8.178971,121
8.194647,95
8.210323,77
8.225999,64
8.241675,35
8.257351,24
8.273027,18
8.288703,16
8.304379,15
8.320055,14
8.335731,7
8.351407,5
8.367083,11
8.382759,14
8.398435,11
8.414111,12
8.429787,21
8.445463,17
8.461139,13
8.476815,17
8.492491,17
8.508167,23
8.523843,22
8.539519,17
8.555195,16
8.570871,15
8.586547,24
8.602223,8
8.617899,17
8.633575,14
8.649251,14
8.664927,13
8.680603,13
8.696279,12
8.711955,8
8.727631,13
8.743307,15
8.758983,12
8.774659,7
8.790335,14
8.806011,9
8.821687,7
8.837363,16
8.853039,10
8.868715,12
8.884391,25
8.900067,19
8.915743,26
8.931419,33
8.947095,49
8.962771,46
8.978447,44
8.994123,62
9.009799,79
9.025475,72
9.041151,76
9.056827,73
9.072503,70
9.088179,59
9.103855,40
9.119531,52
9.135207,39
9.150883,39
9.166559,32
9.182235,20
9.197911,16
9.213587,17
9.229263,14
9.244939,12
9.260615,16
9.276291,9
9.291967,15
9.307643,11
9.323319,10
9.338995,11
9.354671,15
9.370347,14
9.386023,9
9.401699,12
9.417375,19
9.433051,16
9.448727,14
9.464403,6
9.480079,12
9.495755,12
9.511431,10
9.527107,14
9.542783,8
9.558459,7
9.574135,9
9.589811,13
9.605487,13
9.621163,9
9.636839,7
9.652515,10
9.668191,14
9.683867,7
9.699543,7
9.715219,11
9.730895,11
9.746571,11
9.762247,6
9.777923,12
9.793599,6
9.809275,6
9.824951,13
9.840627,12
9.856303,7
9.871979,10
9.887655,14
9.903331,6
9.919007,12
9.934683,6
9.950359,14
9.966035,10
9.981711,13
9.997387,11
10.013063,15
10.028739,10
10.044415,18
10.060091,15
10.075767,20
10.091443,22
10.107119,17
10.122795,16
10.138471,18
10.154147,14
10.169823,18
10.185499,15
10.201175,13
10.216851,11
10.232527,19
10.248203,18
10.263879,12
10.279555,3
10.295231,12
10.310907,8
10.326583,10
10.342259,10
10.357935,12
10.373611,9
10.389287,12
10.404963,19
10.420639,23
10.436315,9
10.451991,10
10.467667,11
10.483343,16
10.499019,12
10.514695,9
10.530371,7
10.546047,11
10.561723,18
10.577399,10
10.593075,22
10.608751,18
10.624427,27
10.640103,16
10.655779,20
10.671455,21
10.687131,15
10.702807,24
10.718483,18
10.734159,24
10.749835,13
10.765511,13
10.781187,18
10.796863,23
10.812539,23
10.828215,16
10.843891,22
10.859567,11
10.875243,24
10.890919,11
10.906595,19
10.922271,34
10.937947,25
10.953623,23
10.969299,22
10.984975,19
11.000651,28
11.016327,27
11.032003,17
11.047679,22
11.063355,41
11.079031,35
11.094707,26
11.110383,28
11.126059,47
11.141735,33
11.157411,36
11.173087,41
11.188763,41
11.204439,30
11.220115,38
11.235791,54
11.251467,44
11.267143,35
11.282819,55
11.298495,52
11.314171,54
11.329847,38
11.345523,56
11.361199,61
11.376875,47
11.392551,51
11.408227,73
11.423903,67
11.439579,67
11.455255,69
11.470931,76
11.486607,72
11.502283,93
11.517959,86
11.533635,83
11.549311,93
11.564987,96
11.580663,111
11.596339,104
11.612015,102
11.627691,109
11.643367,110
11.659043,112
11.674719,114
11.690395,114
11.706071,135
11.721747,146
11.737423,132
11.753099,151
11.768775,191
11.784451,187
11.800127,191
11.815803,218
11.831479,233
11.847155,239
11.862831,270
11.878507,261
11.894183,305
11.909859,310
11.925535,301
11.941211,342
11.956887,373
11.972563,378
11.988239,439
12.003915,428
12.019591,455
12.035267,461
12.050943,446
12.066619,517
12.082295,474
12.097971,453
12.113647,460
12.129323,519
12.144999,463
12.160675,448
12.176351,470
12.192027,406
12.207703,381
12.223379,360
12.239055,331
12.254731,313
12.270407,322
12.286083,283
12.301759,269
12.317435,251
12.333111,219
12.348787,205
12.364463,185
12.380139,179
12.395815,201
12.411491,185
12.427167,161
12.442843,196
12.458519,247
12.474195,245
12.489871,275
12.505547,333
12.521223,397
12.536899,430
12.552575,531
12.568251,522
12.583927,590
12.599603,609
12.615279,667
12.630955,704
12.646631,700
12.662307,681
12.677983,642
12.693659,593
12.709335,521
12.725011,422
12.740687,367
12.756363,281
12.772039,248
12.787715,193
12.803391,134
12.819067,89
12.834743,61
12.850419,46
12.866095,37
12.881771,33
12.897447,25
12.913123,18
12.928799,21
12.944475,18
12.960151,20
12.975827,18
12.991503,26
13.007179,17
13.022855,22
13.038531,27
13.054207,32
13.069883,27
13.085559,24
13.101235,25
13.116911,29
13.132587,30
13.148263,34
13.163939,26
13.179615,39
13.195291,27
13.210967,45
13.226643,42
13.242319,39
13.257995,45
13.273671,40
13.289347,47
13.305023,53
13.320699,44
13.336375,44
13.352051,65
13.367727,58
13.383403,77
13.399079,72
13.414755,74
13.430431,67
13.446107,76
13.461783,85
13.477459,73
13.493135,73
13.508811,79
13.524487,76
13.540163,92
13.555839,85
13.571515,88
13.587191,87
13.602867,84
13.618543,85
13.634219,65
13.649895,95
13.665571,83
13.681247,93
13.696923,64
13.712599,58
13.728275,90
13.743951,57
13.759627,63
13.775303,62
13.790979,69
13.806655,55
13.822331,58
13.838007,53
13.853683,45
13.869359,47
13.885035,51
13.900711,46
13.916387,34
13.932063,37
13.947739,34
13.963415,35
13.979091,41
13.994767,32
14.010443,24
14.026119,34
14.041795,37
14.057471,36
14.073147,39
14.088823,32
14.104499,47
14.120175,56
14.135851,51
14.151527,90
14.167203,105
14.182879,93
14.198555,109
14.214231,128
14.229907,154
14.245583,164
14.261259,142
14.276935,175
14.292611,160
14.308287,142
14.323963,122
14.339639,130
14.355315,122
14.370991,134
14.386667,127
14.402343,123
14.418019,121
14.433695,118
14.449371,105
14.465047,111
14.480723,104
14.496399,82
14.512075,84
14.527751,59
14.543427,54
14.559103,33
14.574779,32
14.590455,31
14.606131,29
14.621807,20
14.637483,7
14.653159,8
14.668835,9
14.684511,9
14.700187,6
14.715863,7
14.731539,2
14.747215,0
14.762891,1
14.778567,2
14.794243,3
14.809919,2
14.825595,2
14.841271,0
14.856947,4
14.872623,3
14.888299,1
14.903975,2
14.919651,2
14.935327,2
14.951003,3
14.966679,0
14.982355,1
14.998031,1
15.013707,3
15.029383,6
15.045059,0
15.060735,2
15.076411,3
15.092087,4
15.107763,2
15.123439,1
15.139115,2
15.154791,2
15.170467,1
15.186143,1
15.201819,2
15.217495,6
15.233171,2
15.248847,1
15.264523,1
15.280199,3
15.295875,1
15.311551,6
15.327227,1
15.342903,1
15.358579,3
15.374255,1
15.389931,3
15.405607,3
15.421283,4
15.436959,4
15.452635,2
15.468311,0
15.483987,1
15.499663,1
15.515339,4
15.531015,2
15.546691,2
15.562367,1
15.578043,1
15.593719,3
15.609395,2
15.625071,2
15.640747,2
15.656423,1
15.672099,1
15.687775,1
15.703451,1
15.719127,4
15.734803,2
15.750479,2
15.766155,2
15.781831,2
15.797507,1
15.813183,1
15.828859,4
15.844535,1
15.860211,1
15.875887,5
15.891563,2
15.907239,5
15.922915,1
15.938591,5
15.954267,0
15.969943,1
15.985619,5
16.001295,4
16.016971,3
16.032647,3
16.048323,6
16.063999,1
16.079675,5
